"emissao","pedido","cod_vend","vendedor","venda","cod1","cod2","cod3","cod4","cod5","cod6","cod7","prod1","prod2","prod3","prod4","prod5","prod6","prod7","qtde1","qtde2","qtde3","qtde4","qtde5","qtde6","qtde7","vlr1","vlr2","vlr3","vlr4","vlr5","vlr6","vlr7","total1","total2","total3","total4","total5","total6","total7","sub_total","desconto","total_gera"
"2011-05-02 00:00:00","0000088","243      ","AMANDA         ","V. AVISTA ","02011","     ","     ","     ","     ","     ","     ","BUZINA CARNAVAL              ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","3.50","0.00","0.00","0.00","0.00","0.00","0.00","3.50","0.00","0.00","0.00","0.00","0.00","0.00","3.50","0.00","3.50"
"2011-05-02 00:00:00","0000089","0123     ","TAISE          ","V. AVISTA ","01169","     ","     ","     ","     ","     ","     ","BLUSA ADUL.                  ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","54.00","0.00","0.00","0.00","0.00","0.00","0.00","54.00","0.00","0.00","0.00","0.00","0.00","0.00","54.00","2.00","52.00"
"2011-05-02 00:00:00","0000090","243      ","AMANDA         ","V. AVISTA ","00443","02181","     ","     ","     ","     ","     ","BLUSA MANGA LONGA INF.       ","CASACO INF. FEM.             ","                             ","                             ","                             ","                             ","                             ","1","1","0","0","0","0","0","33.00","54.00","0.00","0.00","0.00","0.00","0.00","33.00","54.00","0.00","0.00","0.00","0.00","0.00","87.00","0.00","87.00"
"2011-05-02 00:00:00","0000091","0123     ","TAISE          ","V. AVISTA ","00361","01240","     ","     ","     ","     ","     ","BLUSA INF.                   ","BLUSA ADUL.                  ","                             ","                             ","                             ","                             ","                             ","1","1","0","0","0","0","0","26.00","36.00","0.00","0.00","0.00","0.00","0.00","26.00","36.00","0.00","0.00","0.00","0.00","0.00","62.00","0.00","62.00"
"2011-05-02 00:00:00","0000092","0123     ","TAISE          ","V. AVISTA ","01206","     ","     ","     ","     ","     ","     ","VESTIDO ADUL.                ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","53.00","0.00","0.00","0.00","0.00","0.00","0.00","53.00","0.00","0.00","0.00","0.00","0.00","0.00","53.00","0.00","53.00"
"2011-05-02 00:00:00","0000093","0123     ","TAISE          ","V. AVISTA ","01963","01962","     ","     ","     ","     ","     ","ESMALTE                      ","ESMALTE                      ","                             ","                             ","                             ","                             ","                             ","1","1","0","0","0","0","0","3.50","3.00","0.00","0.00","0.00","0.00","0.00","3.50","3.00","0.00","0.00","0.00","0.00","0.00","6.50","0.00","6.50"
"2011-05-03 00:00:00","0000094","123      ","BRUNA          ","V. AVISTA ","01031","     ","     ","     ","     ","     ","     ","GUARDA CHUVA                 ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","8.00","0.00","0.00","0.00","0.00","0.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","8.00","0.00","8.00"
"2011-05-03 00:00:00","0000095","123      ","BRUNA          ","V. AVISTA ","04451","     ","     ","     ","     ","     ","     ","GUARDA CHUVA                 ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","9.00","0.00","0.00","0.00","0.00","0.00","0.00","9.00","0.00","0.00","0.00","0.00","0.00","0.00","9.00","0.00","9.00"
"2011-05-03 00:00:00","0000096","243      ","AMANDA         ","V. AVISTA ","04448","     ","     ","     ","     ","     ","     ","SOMBRINHA                    ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","9.00","0.00","0.00","0.00","0.00","0.00","0.00","9.00","0.00","0.00","0.00","0.00","0.00","0.00","9.00","0.00","9.00"
"2011-05-03 00:00:00","0000097","123      ","BRUNA          ","V. AVISTA ","04448","     ","     ","     ","     ","     ","     ","SOMBRINHA                    ","                             ","                             ","                             ","                             ","                             ","                             ","2","0","0","0","0","0","0","9.00","0.00","0.00","0.00","0.00","0.00","0.00","18.00","0.00","0.00","0.00","0.00","0.00","0.00","18.00","0.00","18.00"
"2011-05-03 00:00:00","0000098","123      ","BRUNA          ","V. AVISTA ","01987","     ","     ","     ","     ","     ","     ","SABONETE BLOSSON KIDS 2 UNID.","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","11.00","0.00","0.00","0.00","0.00","0.00","0.00","11.00","0.00","0.00","0.00","0.00","0.00","0.00","11.00","0.00","11.00"
"2011-05-03 00:00:00","0000099","0123     ","TAISE          ","V. AVISTA ","03827","02022","00252","01451","02013","     ","     ","DECORA€AO VIDRO              ","FRUTAS DECORATIVAS           ","FRUTAS DECORATIVAS           ","JARRA ACRILICO               ","JOGO DE COPOS                ","                             ","                             ","1","2","1","1","2","0","0","20.00","6.50","8.00","8.00","8.00","0.00","0.00","20.00","13.00","8.00","8.00","16.00","0.00","0.00","65.00","0.00","65.00"
"2011-05-03 00:00:00","0000100","123      ","BRUNA          ","V. AVISTA ","04120","     ","     ","     ","     ","     ","     ","CANECAO ALUM.                ","                             ","                             ","                             ","                             ","                             ","                             ","1","0","0","0","0","0","0","5.60","0.00","0.00","0.00","0.00","0.00","0.00","5.60","0.00","0.00","0.00","0.00","0.00","0.00","5.60","0.00","5.60"
